date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST,var2,low_sub,sam1,sam2,SMA1,SMA2,var3,var4,var5,var6,close_ma58,var7,arg8,ema8,var8
2020-08-24,sz.002057,8.09,8.18,7.95,8.04,7.99,10505600,84545288.25,3,1.8813,1,0.6258,0,7.9,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.1733333333333329,0.016666666666666607,1040.0000000000011,14602.664472507384,,,,1,0.0,0.0,0.0
2020-08-25,sz.002057,8.05,8.08,7.85,7.89,8.04,13691760,109081150.19,3,2.4519,1,-1.8657,0,7.95,-0.10000000000000053,0.10000000000000053,0.0,0.06999999999999999,0.016666666666666607,420.0000000000014,8657.87009798486,,,,1,0.0,0.0,0.0
2020-08-26,sz.002057,7.91,7.93,7.64,7.71,7.89,13974489,108938510.8,3,2.5026,1,-2.2814,0,7.85,-0.20999999999999996,0.20999999999999996,0.0,0.1200000000000001,0.016666666666666607,720.0000000000032,7880.314067990934,,,,1,0.0,0.0,0.0
2020-08-27,sz.002057,7.72,7.85,7.66,7.85,7.71,9632675,75033071.92,3,1.725,1,1.8158,0,7.64,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.11000000000000032,0.006666666666666821,1649.9999999999666,12329.254301740555,,,,1,0.0,0.0,0.0
2020-08-28,sz.002057,7.83,8.04,7.77,7.97,7.85,12855380,101929070.8,3,2.3021,1,1.5287,0,7.66,0.10999999999999943,0.10999999999999943,0.10999999999999943,0.11333333333333329,0.0433333333333333,261.5384615384616,7395.187013233678,,,,1,0.0,0.0,0.0
2020-08-31,sz.002057,7.97,8.07,7.91,7.95,7.97,11446200,91419842.0,3,2.0498,1,-0.2509,0,7.77,0.14000000000000057,0.14000000000000057,0.14000000000000057,0.09000000000000015,0.09000000000000015,100.0,4172.403214242676,,,,1,0.0,0.0,0.0
2020-09-01,sz.002057,7.92,8.05,7.91,7.99,7.95,9541175,76183089.0,3,1.7086,1,0.5031,0,7.91,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,100.0,2579.978159441269,,,,1,0.0,0.0,0.0
2020-09-02,sz.002057,7.99,8.01,7.83,7.9,7.99,12110748,95610816.28,3,2.1688,1,-1.1264,0,7.91,-0.08000000000000007,0.08000000000000007,0.0,0.07333333333333354,0.046666666666666856,157.14285714285697,2074.716043509237,,,,1,0.0,0.0,0.0
2020-09-03,sz.002057,7.9,7.91,7.68,7.69,7.9,12795525,99127675.0,3,2.2914,1,-2.6582,0,7.83,-0.15000000000000036,0.15000000000000036,0.0,0.07666666666666681,0.0,inf,2074.716043509237,,,,1,0.0,0.0,0.0
2020-09-04,sz.002057,7.58,7.79,7.51,7.77,7.69,8768529,67126497.93,3,1.5703,1,1.0403,0,7.68,-0.16999999999999993,0.16999999999999993,0.0,0.13333333333333344,0.0,inf,2074.716043509237,,,,1,0.0,0.0,0.0
2020-09-07,sz.002057,7.78,7.97,7.75,7.84,7.77,12307825,96746315.25,3,2.2041,1,0.9009,0,7.51,0.2400000000000002,0.2400000000000002,0.2400000000000002,0.18666666666666684,0.08000000000000007,233.33333333333334,2281.6907643461363,,,,1,0.0,0.0,0.0
2020-09-08,sz.002057,7.84,7.97,7.81,7.92,7.84,10554280,83514213.76,3,1.8901,1,1.0204,0,7.75,0.05999999999999961,0.05999999999999961,0.05999999999999961,0.1566666666666666,0.09999999999999994,156.66666666666669,1841.6097847851452,,,,1,0.0,0.0,0.0
2020-09-09,sz.002057,7.83,7.89,7.66,7.66,7.92,12051053,93616056.78,3,2.1581,1,-3.2828,0,7.81,-0.14999999999999947,0.14999999999999947,0.0,0.14999999999999977,0.09999999999999994,149.99999999999986,1653.1227201259803,,,,1,0.0,0.0,0.0
2020-09-10,sz.002057,7.73,7.8,7.32,7.33,7.66,13045303,97983755.78,3,2.3362,1,-4.3081,0,7.66,-0.33999999999999986,0.33999999999999986,0.0,0.183333333333333,0.01999999999999987,916.6666666666711,5594.780238129271,,,,1,0.0,0.0,0.0
2020-09-11,sz.002057,7.32,7.42,7.31,7.37,7.33,5958779,43861288.9,3,1.0671,1,0.5457,0,7.32,-0.010000000000000675,0.010000000000000675,0.0,0.16666666666666666,0.0,inf,5594.780238129271,7.31,,,1,,0.0,0.0
2020-09-14,sz.002057,7.42,7.53,7.4,7.53,7.37,6782980,50737250.25,3,1.2147,1,2.171,0,7.31,0.09000000000000075,0.09000000000000075,0.09000000000000075,0.14666666666666708,0.03000000000000025,488.88888888888624,5116.71131280089,7.31,,,1,0.0,0.0,0.0
2020-09-15,sz.002057,7.53,7.53,7.35,7.43,7.53,5656805,42044426.05,3,1.013,1,-1.328,0,7.4,-0.05000000000000071,0.05000000000000071,0.0,0.05000000000000071,0.03000000000000025,166.66666666666765,3131.957812183254,7.31,,,1,0.0,0.0,0.0
2020-09-16,sz.002057,7.44,7.44,7.28,7.35,7.43,5955600,43799639.5,3,1.0665,1,-1.0767,0,7.35,-0.0699999999999994,0.0699999999999994,0.0,0.07000000000000028,0.03000000000000025,233.33333333333232,2704.6886710247572,7.28,23012.099587011635,,1,24364.443922524013,12994.3700936264,21.026488824638186
2020-09-17,sz.002057,7.34,7.38,7.23,7.3,7.35,7138300,52096965.5,3,1.2783,1,-0.6803,0,7.28,-0.04999999999999982,0.04999999999999982,0.0,0.05666666666666664,0.0,inf,2704.6886710247572,7.23,23012.099587011635,,1,24364.443922524013,18862.795295990676,30.522322485421807
2020-09-18,sz.002057,7.31,7.44,7.26,7.43,7.3,7566900,55676538.5,3,1.3551,1,1.7808,0,7.23,0.02999999999999936,0.02999999999999936,0.02999999999999936,0.049999999999999524,0.009999999999999787,500.00000000000585,4269.015013307007,7.23,23012.099587011635,,1,0.0,9281.69292314071,15.018920587606328
2020-09-21,sz.002057,7.42,7.48,7.38,7.45,7.43,6561400,48837864.0,3,1.175,1,0.2692,0,7.26,0.1200000000000001,0.1200000000000001,0.1200000000000001,0.06666666666666643,0.04999999999999982,133.33333333333331,2575.6541528461544,7.23,23012.099587011635,,1,0.0,4604.304363379153,7.450330685079535
2020-09-22,sz.002057,7.3,7.41,7.28,7.32,7.45,5917355,43439903.75,3,1.0597,1,-1.745,0,7.38,-0.09999999999999964,0.09999999999999964,0.0,0.08333333333333304,0.04999999999999982,166.66666666666669,2088.7368417719968,7.23,23012.099587011635,,1,0.0,2293.1241339013627,3.7105568509730786
2020-09-23,sz.002057,7.37,7.61,7.36,7.48,7.32,11847510,89000019.75,3,2.1217,1,2.1858,0,7.28,0.08000000000000007,0.08000000000000007,0.08000000000000007,0.09999999999999994,0.06666666666666672,149.99999999999977,1784.2299436874916,7.23,23012.099587011635,,1,0.0,1144.3183055630288,1.8516477436294965
2020-09-24,sz.002057,7.42,7.42,7.26,7.27,7.48,7045800,51620107.5,3,1.2618,1,-2.8075,0,7.36,-0.10000000000000053,0.10000000000000053,0.0,0.09333333333333342,0.02666666666666669,350.00000000000006,2656.6382749777827,7.23,23012.099587011635,,1,0.0,571.5998574209589,0.9249188631407101
2020-09-25,sz.002057,7.3,7.33,7.11,7.19,7.27,5463805,39335299.35,3,0.9785,1,-1.1004,0,7.26,-0.14999999999999947,0.14999999999999947,0.0,0.11000000000000003,0.02666666666666669,412.4999999999997,3396.981520973311,7.11,23012.099587011635,,1,24710.59034749829,12646.991289693397,20.464387200151126
2020-09-28,sz.002057,7.2,7.29,7.11,7.12,7.19,4039450,28973073.0,3,0.7234,1,-0.9736,0,7.11,0.0,0.0,0.0,0.08333333333333333,0.0,inf,3396.981520973311,7.11,23012.099587011635,,1,24710.59034749829,18680.263785516512,30.22696405423384
2020-09-29,sz.002057,7.14,7.19,7.12,7.13,7.12,3530600,25260543.5,3,0.6323,1,0.1404,0,7.11,0.009999999999999787,0.009999999999999787,0.009999999999999787,0.05333333333333309,0.0033333333333332624,1600.0000000000266,11822.37060004227,7.11,23012.099587011635,,1,0.0,9338.99160074139,15.111636894403544
2020-09-30,sz.002057,7.18,7.2,7.09,7.17,7.13,4239800,30293219.74,3,0.7593,1,0.561,0,7.12,-0.03000000000000025,0.03000000000000025,0.0,0.013333333333333345,0.0033333333333332624,400.00000000000887,7347.123036007385,7.09,23012.099587011635,,1,26685.661105015326,18012.85576353381,29.1470157985984
2020-10-09,sz.002057,7.23,7.43,7.22,7.39,7.17,7041767,51759478.98,3,1.261,1,3.0683,0,7.09,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.05666666666666664,0.04666666666666656,121.42857142857166,4074.4604237196518,7.09,23012.099587011635,,1,0.0,9006.153019011737,14.573063137559446
2020-10-12,sz.002057,7.46,7.55,7.39,7.54,7.39,8637043,64737544.12,3,1.5467,1,2.0298,0,7.22,0.16999999999999993,0.16999999999999993,0.16999999999999993,0.11000000000000003,0.09999999999999994,110.0000000000001,2538.8427212506263,7.09,14602.664472507384,,1,0.0,4503.00779696268,7.286420383434757
2020-10-13,sz.002057,7.54,7.54,7.44,7.52,7.54,7357325,55034755.25,3,1.3176,1,-0.2653,0,7.39,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.11666666666666685,0.11666666666666685,100.0,1757.1050384295133,7.09,12329.254301740555,,1,0.0,2251.486720738722,3.6431823960173495
2020-10-14,sz.002057,7.5,7.5,7.37,7.38,7.52,4907555,36405019.86,3,0.8788,1,-1.8617,0,7.44,-0.07000000000000028,0.07000000000000028,0.0,0.09666666666666697,0.07333333333333354,131.81818181818187,1535.9008862295882,7.09,12329.254301740555,,1,0.0,1125.7390659828527,1.8215842491631922
2020-10-15,sz.002057,7.38,7.49,7.37,7.39,7.38,5726876,42538841.15,3,1.0256,1,0.1355,0,7.37,0.0,0.0,0.0,0.040000000000000334,0.016666666666666902,239.9999999999986,1969.6589137884632,7.09,12329.254301740555,,1,0.0,562.8684594009425,0.9107903873801658
2020-10-16,sz.002057,7.39,7.4,7.25,7.32,7.39,4801850,35150199.02,3,0.8599,1,-0.9472,0,7.37,-0.1200000000000001,0.1200000000000001,0.0,0.06333333333333346,0.0,inf,1969.6589137884632,7.09,11822.37060004227,,1,0.0,281.4339613036181,0.4553947593909678
2020-10-19,sz.002057,7.35,7.44,7.29,7.35,7.32,4926878,36317184.56,3,0.8823,1,0.4098,0,7.25,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.05333333333333338,0.013333333333333345,400.0,3324.999093141965,7.09,11822.37060004227,,1,0.0,140.71691355269178,0.2276972711208605
2020-10-20,sz.002057,7.29,7.3,7.13,7.25,7.35,6372675,45891042.55,3,1.1412,1,-1.3605,0,7.29,-0.16000000000000014,0.16000000000000014,0.0,0.10666666666666676,0.013333333333333345,800.0,5997.93219044738,7.09,11822.37060004227,,1,0.0,70.35844000157857,0.11384860841679381
2020-10-21,sz.002057,7.26,7.27,7.12,7.15,7.25,5016600,35946939.49,3,0.8984,1,-1.3793,0,7.13,-0.009999999999999787,0.009999999999999787,0.0,0.06999999999999999,0.013333333333333345,524.9999999999994,5598.930250566566,7.09,11822.37060004227,,1,0.0,35.17921580709895,0.05692429742249021
2020-10-22,sz.002057,7.14,7.24,7.1,7.18,7.15,3571325,25626050.5,3,0.6208,1,0.4196,0,7.12,-0.020000000000000462,0.020000000000000462,0.0,0.06333333333333346,0.0,inf,5598.930250566566,7.09,11822.37060004227,,1,0.0,17.58960685512708,0.02846214701476874
2020-10-23,sz.002057,7.17,7.25,7.15,7.23,7.18,4493521,32377640.94,3,0.7811,1,0.6964,0,7.1,0.05000000000000071,0.05000000000000071,0.05000000000000071,0.026666666666666988,0.016666666666666902,159.99999999999966,2876.026146399365,7.09,11822.37060004227,,1,0.0,8.794803165457964,0.014231073083265313
2020-10-26,sz.002057,7.33,7.33,7.18,7.31,7.23,5986455,43607104.63,3,1.0406,1,1.1065,0,7.15,0.02999999999999936,0.02999999999999936,0.02999999999999936,0.03333333333333351,0.02666666666666669,125.00000000000058,1938.46428869829,7.09,11822.37060004227,,1,0.0,4.397401517202591,0.007115536435602899
2020-10-27,sz.002057,7.25,7.48,7.25,7.47,7.31,9321396,68927698.09,3,1.6203,1,2.1888,0,7.18,0.07000000000000028,0.07000000000000028,0.07000000000000028,0.05000000000000012,0.05000000000000012,100.0,1435.847516135831,7.09,11822.37060004227,,1,0.0,2.1987007422196982,0.00355776819129401
2020-10-28,sz.002057,7.45,7.47,7.3,7.41,7.47,7325420,54310265.7,3,1.2733,1,-0.8032,0,7.25,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.04999999999999982,100.0,1210.4377141825496,7.09,11822.37060004227,,1,0.0,1.09935036701445,0.0017788840890201455
2020-10-29,sz.002057,7.36,7.41,7.31,7.39,7.41,4277049,31510460.55,3,0.7435,1,-0.2699,0,7.3,0.009999999999999787,0.009999999999999787,0.009999999999999787,0.0433333333333333,0.0433333333333333,100.0,1103.4421520258707,7.09,11822.37060004227,7.760000000000001,1,0.0,0.5496751824833751,0.0008894420428533577
2020-10-30,sz.002057,7.44,7.44,7.05,7.06,7.39,9599607,69174261.99,3,1.6687,1,-4.4655,0,7.31,-0.2599999999999998,0.2599999999999998,0.0,0.10666666666666647,0.01999999999999987,533.3333333333358,3236.09452508057,7.05,11822.37060004227,7.734137931034484,1,13440.417862582555,6720.483775140945,10.874569215438422
2020-11-02,sz.002057,7.08,7.11,6.88,6.97,7.06,7310624,51040558.27,3,1.2708,1,-1.2748,0,7.05,-0.16999999999999993,0.16999999999999993,0.0,0.1466666666666665,0.0033333333333332624,4400.000000000089,23703.01264888668,6.88,23703.01264888668,7.711379310344828,1,35554.51897333002,21137.50138094893,34.20307666820215
2020-11-03,sz.002057,6.97,7.3,6.97,7.28,6.97,9273317,66778812.01,3,1.6119,1,4.4476,0,6.88,0.08999999999999986,0.08999999999999986,0.08999999999999986,0.1733333333333332,0.029999999999999954,577.7777777777782,14721.753027219691,6.88,23703.01264888668,7.687068965517242,1,0.0,10568.750688013735,17.10153833011931
2020-11-04,sz.002057,7.26,7.35,7.19,7.25,7.28,6061163,44018791.58,3,1.0536,1,-0.4121,0,6.97,0.22000000000000064,0.22000000000000064,0.22000000000000064,0.16000000000000014,0.1033333333333335,154.83870967741925,8128.227049792255,6.88,23703.01264888668,7.662241379310346,1,0.0,5284.375343391685,8.550769164064215
2020-11-05,sz.002057,7.3,7.31,7.21,7.28,7.25,6041249,43845871.49,3,1.0501,1,0.4138,0,7.19,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.11000000000000003,0.11000000000000003,100.0,4562.2630783322,6.88,23703.01264888668,7.631724137931034,1,0.0,2642.187671542047,4.275384581783248
2020-11-06,sz.002057,7.31,7.55,7.26,7.29,7.28,9882550,72750353.45,3,1.7178,1,0.1374,0,7.21,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.09666666666666668,0.09666666666666668,100.0,2780.6692877055466,6.88,23703.01264888668,7.603103448275863,1,0.0,1321.0938357325747,2.137692290829409
2020-11-09,sz.002057,7.31,7.46,7.29,7.42,7.29,9889304,73048891.93,3,1.719,1,1.7833,0,7.26,0.03000000000000025,0.03000000000000025,0.03000000000000025,0.033333333333333215,0.033333333333333215,100.0,1890.2191259692977,6.88,23703.01264888668,7.580172413793104,1,0.0,660.5469178566751,1.0688461453991507
2020-11-10,sz.002057,7.44,7.44,7.29,7.32,7.42,6423779,47198852.48,3,1.1166,1,-1.3477,0,7.29,0.0,0.0,0.0,0.02666666666666669,0.02666666666666669,100.0,1445.0806891339346,6.88,23703.01264888668,7.559827586206897,1,0.0,330.2734589259345,0.5344230726956869
2020-11-11,sz.002057,7.33,7.4,7.27,7.36,7.32,6977150,51282329.5,3,1.2128,1,0.5464,0,7.29,-0.020000000000000462,0.020000000000000462,0.0,0.016666666666666902,0.010000000000000083,166.66666666666762,1555.8772713037374,6.88,23703.01264888668,7.541896551724139,1,0.0,165.1367294623665,0.26721153634687134
2020-11-12,sz.002057,7.38,7.39,7.25,7.29,7.36,5020279,36590667.95,3,0.8727,1,-0.9511,0,7.27,-0.019999999999999574,0.019999999999999574,0.0,0.013333333333333345,0.0,inf,1555.8772713037374,6.88,23703.01264888668,7.521724137931036,1,0.0,82.56836473103306,0.13360576817319264
2020-11-13,sz.002057,7.29,7.47,7.25,7.44,7.29,9731250,71943324.5,3,1.6915,1,2.0576,0,7.25,0.0,0.0,0.0,0.013333333333333345,0.0,inf,1555.8772713037374,6.88,23703.01264888668,7.501724137931036,1,0.0,41.284182365478976,0.06680288408653556
2020-11-16,sz.002057,7.45,7.73,7.38,7.68,7.44,19985788,152119441.73,3,3.4741,1,3.2258,0,7.25,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.04999999999999982,0.0433333333333333,115.38461538461506,1234.250291108162,6.88,23703.01264888668,7.488448275862071,1,0.0,20.642091182730102,0.03340144204325259
2020-11-17,sz.002057,7.65,7.77,7.58,7.67,7.68,15238000,116981706.67,3,2.6488,1,-0.1302,0,7.38,0.20000000000000018,0.20000000000000018,0.20000000000000018,0.11000000000000003,0.11000000000000003,100.0,1090.0959061740357,6.88,23703.01264888668,7.4762068965517265,1,0.0,10.321045591362704,0.0167007210216225
2020-11-18,sz.002057,7.67,7.82,7.63,7.72,7.67,14956134,115673552.66,3,2.5998,1,0.6519,0,7.58,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.12666666666666662,0.12666666666666662,100.0,1040.387764417454,6.88,23703.01264888668,7.4715517241379334,1,0.0,5.160522795680766,0.008350360510810301
2020-11-19,sz.002057,7.76,7.82,7.58,7.62,7.72,12364450,94705844.25,3,2.1493,1,-1.2953,0,7.63,-0.04999999999999982,0.04999999999999982,0.0,0.09999999999999994,0.08333333333333333,119.99999999999993,1124.1188177657123,6.88,23703.01264888668,7.4651724137931055,1,0.0,2.580261397840236,0.004175180255404913
2020-11-20,sz.002057,7.6,7.82,7.53,7.77,7.62,15753879,121112718.62,3,2.7384,1,1.9685,0,7.58,-0.04999999999999982,0.04999999999999982,0.0,0.04999999999999982,0.016666666666666607,300.0,2084.570232267926,6.88,23703.01264888668,7.460517241379312,1,0.0,1.2901306989200814,0.002087590127702397
2020-11-23,sz.002057,7.77,7.98,7.77,7.89,7.77,22649538,178466380.27,3,3.9371,1,1.5444,0,7.53,0.23999999999999932,0.23999999999999932,0.23999999999999932,0.113333333333333,0.07999999999999978,141.66666666666663,1746.6585035870448,6.88,23703.01264888668,7.460517241379312,1,0.0,0.6450653494600316,0.0010437950638511838
2020-11-24,sz.002057,7.89,8.11,7.79,8.01,7.89,27079561,215030560.83,3,4.7071,1,1.5209,0,7.77,0.020000000000000462,0.020000000000000462,0.020000000000000462,0.10333333333333321,0.0866666666666666,119.23076923076918,1467.849433390635,6.88,23703.01264888668,7.465689655172415,1,0.0,0.32253267473001346,0.0005218975319255881
2020-11-25,sz.002057,8.02,8.32,7.92,8.03,8.01,35178485,285009964.26,3,6.1149,1,0.2497,0,7.79,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.1299999999999999,0.1299999999999999,100.0,1233.2373692329008,6.88,23703.01264888668,7.468793103448276,1,0.0,0.16126633736500617,0.0002609487659627932
2020-11-26,sz.002057,8.0,8.08,7.81,7.93,8.03,19743220,156129239.95,3,3.4319,1,-1.2453,0,7.92,-0.11000000000000032,0.11000000000000032,0.0,0.08666666666666689,0.05000000000000012,173.33333333333337,1483.6521738101167,6.88,23703.01264888668,7.468103448275863,1,0.0,0.08063316868250293,0.00013047438298139632
2020-11-27,sz.002057,7.9,7.94,7.62,7.74,7.93,17002116,131795992.67,3,2.9554,1,-2.396,0,7.81,-0.1899999999999995,0.1899999999999995,0.0,0.14333333333333323,0.0433333333333333,330.7692307692308,2396.340721034999,6.88,23703.01264888668,7.464482758620691,1,0.0,0.04031658434125143,6.523719149069811e-05
2020-11-30,sz.002057,7.73,8.12,7.67,7.85,7.74,22799491,181102005.59,3,3.9631,1,1.4212,0,7.62,0.04999999999999982,0.04999999999999982,0.04999999999999982,0.11666666666666654,0.016666666666666607,700.0000000000018,4699.013633639959,6.88,23703.01264888668,7.4620689655172425,1,0.0,0.02015829217062571,3.261859574534905e-05
2020-12-01,sz.002057,7.85,7.89,7.73,7.84,7.85,12561370,98030677.8,3,2.1835,1,-0.1274,0,7.67,0.0600000000000005,0.0600000000000005,0.0600000000000005,0.09999999999999994,0.03666666666666677,272.7272727272718,3712.962627172681,6.88,23703.01264888668,7.461034482758622,1,0.0,0.010079146085312851,1.6309297872674517e-05
2020-12-02,sz.002057,7.8,7.93,7.75,7.76,7.84,12435445,97202374.75,3,2.1616,1,-1.0204,0,7.73,0.019999999999999574,0.019999999999999574,0.019999999999999574,0.0433333333333333,0.0433333333333333,100.0,2356.3571112991813,6.88,23703.01264888668,7.4622413793103455,1,0.0,0.005039573042656426,8.154648936337258e-06
2020-12-03,sz.002057,7.78,7.79,7.62,7.62,7.76,10389800,79828212.0,3,1.806,1,-1.8041,0,7.75,-0.1299999999999999,0.1299999999999999,0.0,0.06999999999999999,0.02666666666666669,262.4999999999997,2490.684704745306,6.88,23703.01264888668,7.459655172413795,1,0.0,0.0025197865213282124,4.077324468168628e-06
2020-12-04,sz.002057,7.62,7.75,7.55,7.72,7.62,9892725,75895193.5,3,1.7196,1,1.3123,0,7.62,-0.07000000000000028,0.07000000000000028,0.0,0.07333333333333325,0.006666666666666525,1100.0000000000223,6745.439737039885,6.88,23703.01264888668,7.457586206896554,1,0.0,0.0012598932606641062,2.038662234084314e-06
